,year,state,district,winner,party,winning_ratio
0,1998,TX,17,Charles W. Stenholm,democrat,0.5419474066457175
0,1998,TX,18,Sheila Jackson-Lee,democrat,1.0
0,1998,TX,19,Larry Combest,republican,0.16350403313038908
0,1998,TX,20,Charlie Gonzalez,democrat,0.6398231325362439
0,1998,TX,21,Lamar S. Smith,republican,0.0
0,1998,TX,22,Tom DeLay,republican,0.34066923873718347
0,1998,TX,23,Henry Bonilla,republican,0.35503005517460207
0,1998,TX,24,Martin Frost,democrat,0.5840852052351025
0,1998,TX,25,Ken Bentsen,democrat,0.5833490974621413
0,1998,TX,26,Richard K. Armey,republican,0.0
0,1998,TX,27,Solomon P. Ortiz,democrat,0.6425845999874898
0,1998,TX,28,Ciro D. Rodriguez,democrat,1.0
0,1998,TX,29,Gene Green,democrat,1.0
0,1998,TX,30,Eddie Bernice Johnson,democrat,0.7296968622135519
0,1998,UT,1,James V. Hansen,republican,0.3100776656290287
0,1998,UT,2,Merrill Cook,republican,0.4516721664443353
0,1998,UT,3,Chris Cannon,republican,0.0
0,1998,VA,1,Herbert H. Bateman,republican,0.0
0,1998,VA,2,Owen B. Pickett,democrat,1.0
0,1998,VA,3,Robert C. Scott,democrat,1.0
0,1998,VA,4,Norman Sisisky,democrat,1.0
0,1998,VA,5,"Virgil H. Goode, Jr.",republican,0.0
0,1998,VA,6,Bob Goodlatte,republican,0.3069001430081453
0,1998,VA,7,Tom Bliley,republican,0.0
0,1998,VA,8,James P. Moran,democrat,0.6685881135321494
0,1998,VA,9,Rick Boucher,democrat,0.6091864049035162
0,1998,VA,10,Frank R. Wolf,republican,0.26031229482458396
0,1998,VA,11,Thomas M. Davis,republican,0.0
0,1998,VT,0,Bernard Sanders,independent,1.0
0,1998,WA,1,Jay Inslee,democrat,0.5301360070731203
0,1998,WA,2,Jack Metcalf,republican,0.44809049315031946
0,1998,WA,3,Brian Baird,democrat,0.5465650102852161
0,1998,WA,4,Doc Hastings,republican,0.26129899773564746
0,1998,WA,5,"George R. Nethercutt, Jr.",republican,0.4006046245608301
0,1998,WA,6,Norman D. Dicks,democrat,0.683724636090821
0,1998,WA,7,Jim McDermott,democrat,1.0
0,1998,WA,8,Jennifer Dunn,republican,0.4026750694107796
0,1998,WA,9,Adam Smith,democrat,0.6468888683431953
0,1998,WI,1,Paul Ryan,republican,0.4279921324200191
0,1998,WI,2,Tammy Baldwin,democrat,0.5292148882471976
0,1998,WI,3,Ron Kind,democrat,0.7154867034481219
0,1998,WI,4,Gerald D. Kleczka,democrat,0.5799284411008893
0,1998,WI,5,Thomas M. Barrett,democrat,0.7833220163611084
0,1998,WI,6,Thomas E. Petri,republican,0.0
0,1998,WI,7,David R. Obey,democrat,0.6063767295003724
0,1998,WI,8,Mark Green,republican,0.4539077718244041
0,1998,WI,9,"F. James Sensenbrenner, Jr.",republican,0.0
0,1998,WV,1,Alan B. Mollohan,democrat,1.0
0,1998,WV,2,"Robert E. Wise, Jr.",democrat,0.7732483481590436
0,1998,WV,3,Nick J. Rahall II,democrat,1.0
0,1998,WY,0,Barbara Cubin,republican,0.4009792606165892
0,2000,AK,0,Don Young,republican,0.0
0,2000,AL,1,Sonny Callahan,republican,0.0
0,2000,AL,2,Terry Everett,republican,0.29963835636658853
0,2000,AL,3,Bob Riley,republican,0.0
0,2000,AL,4,Robert B. Aderholt,republican,0.3816102716764793
0,2000,AL,5,"Robert E. (Bud) Cramer, Jr.",democrat,1.0
0,2000,AL,6,Spencer Bachus,republican,0.0
0,2000,AL,7,Earl F. Hilliard,democrat,0.7626571044928155
0,2000,AR,1,Marion Berry,democrat,0.6022243030900888
0,2000,AR,2,Vic Snyder,democrat,0.5753799020163246
0,2000,AR,3,Asa Hutchinson,republican,0.0
0,2000,AR,4,Mike Ross,democrat,0.5097237933634993
0,2000,AZ,1,Jeff Flake,republican,0.4414842532526365
0,2000,AZ,2,Ed Pastor,democrat,0.7180920153130982
0,2000,AZ,3,Bob Stump,republican,0.32307886555897936
0,2000,AZ,4,John B. Shadegg,republican,0.33837576991409013
0,2000,AZ,5,Jim Kolbe,republican,0.3699289746858496
0,2000,AZ,6,J. D. Hayworth,republican,0.3671712925926428
0,2000,CA,1,Mike Thompson,democrat,0.6991038742279618
0,2000,CA,2,Wally Herger,republican,0.3000037461445929
0,2000,CA,3,Doug Ose,republican,0.41861542544339037
0,2000,CA,4,John T. Doolittle,republican,0.331579107680124
0,2000,CA,5,Robert T. Matsui,democrat,0.7243681332216584
0,2000,CA,6,Lynn C. Woolsey,democrat,0.6943439388451493
0,2000,CA,7,George Miller,democrat,0.7833953082228742
0,2000,CA,8,Nancy Pelosi,democrat,0.8778729875208188
0,2000,CA,9,Barbara Lee,democrat,0.8965852939007302
0,2000,CA,10,Ellen O. Tauscher,democrat,0.5432893542662856
0,2000,CA,11,Richard W. Pombo,republican,0.3973493061036898
0,2000,CA,12,Tom Lantos,democrat,0.7819871054372403
0,2000,CA,13,Fortney Pete Stark,democrat,0.7435378736794785
0,2000,CA,14,Anna G. Eshoo,democrat,0.7315727094246759
0,2000,CA,15,Mike Honda,democrat,0.5627793757743716
0,2000,CA,16,Zoe Lofgren,democrat,0.755709606055235
0,2000,CA,17,Sam Farr,democrat,0.7353010637860927
0,2000,CA,18,Gary A. Condit,democrat,0.6818299637117677
0,2000,CA,19,George Radanovich,republican,0.3281247820730375
0,2000,CA,20,Calvin M. Dooley,democrat,0.5350247984620107
0,2000,CA,21,William M. Thomas,republican,0.2570560365272052
0,2000,CA,22,Lois Capps,democrat,0.5451349786029152
0,2000,CA,23,Elton Gallegly,republican,0.4294139839634761
0,2000,CA,24,Brad Sherman,democrat,0.6889216951061103
0,2000,CA,25,"Howard P. \\""Buck\""\"" McKeon""",republican,0.34778333466635925
0,2000,CA,26,Howard L. Berman,democrat,1.0
0,2000,CA,27,Adam B. Schiff,democrat,0.5460797402821934
0,2000,CA,28,David Dreier,republican,0.4123996148436436
0,2000,CA,29,Henry A. Waxman,democrat,0.797486719244158
0,2000,CA,30,Xavier Becerra,democrat,0.8759301554556841
0,2000,CA,31,Hilda L. Solis,democrat,1.0
0,2000,CA,32,Julian C. Dixon,democrat,0.8733947169427658
0,2000,CA,33,Lucille Roybal-Allard,democrat,0.8798894866947797
0,2000,CA,34,Grace F. Napolitano,democrat,0.7601219293526986
0,2000,CA,35,Maxine Waters,democrat,0.8888034573269348
0,2000,CA,36,Jane Harman,democrat,0.5098126515318493
0,2000,CA,37,Juanita Millender-McDonald,democrat,0.8796389735077478
0,2000,CA,38,Stephen Horn,republican,0.4948831932578547
0,2000,CA,39,Edward R. Royce,republican,0.33247630258348304
0,2000,CA,40,Jerry Lewis,republican,0.0
0,2000,CA,41,Gary G. Miller,republican,0.38794897577401555
0,2000,CA,42,Joe Baca,democrat,0.6298322950272556
0,2000,CA,43,Ken Calvert,republican,0.0
0,2000,CA,44,Mary Bono,republican,0.39057328605200947
0,2000,CA,45,Dana Rohrabacher,republican,0.3427493838652268
0,2000,CA,46,Loretta Sanchez,democrat,0.6323028685910393
0,2000,CA,47,Christopher Cox,republican,0.31444220585066773
0,2000,CA,48,Darrell Issa,republican,0.3156071580741372
0,2000,CA,49,Susan A. Davis,democrat,0.5180092730055044
0,2000,CA,50,Bob Filner,democrat,0.7118840536356634
0,2000,CA,51,"Randy \\""Duke\""\"" Cunningham""",republican,0.3208841974150469
0,2000,CA,52,Duncan Hunter,republican,0.3260280580043309
0,2000,CO,1,Diana DeGette,democrat,0.7158770858360001
0,2000,CO,2,Mark Udall,democrat,0.5875018391854012
0,2000,CO,3,Scott McInnis,republican,0.30621158032215934
0,2000,CO,4,Bob Schaffer,republican,0.0
0,2000,CO,5,Joel Hefley,republican,0.0
0,2000,CO,6,Thomas G. Tancredo,republican,0.4388002127169832
0,2000,CT,1,John B. Larson,democrat,0.7191604776984138
0,2000,CT,2,Sam Gejdenson,democrat,0.4936697653829128
0,2000,CT,3,Rosa L. DeLauro,democrat,0.7232642073870577
0,2000,CT,4,Christopher Shays,republican,0.4148369322339376
0,2000,CT,5,James H. Maloney,democrat,0.5476673988423336
0,2000,CT,6,Nancy L. Johnson,republican,0.34435070653240196
0,2000,DE,0,Michael N. Castle,republican,0.3129831162722805
0,2000,FL,1,Joe Scarborough,republican,0.0
0,2000,FL,2,Allen Boyd,democrat,1.0
0,2000,FL,3,Corrine Brown,democrat,0.5758720422165968
0,2000,FL,4,Ander Crenshaw,republican,0.3177504476328369
0,2000,FL,5,Karen L. Thurman,democrat,0.6427283289733483
0,2000,FL,6,Cliff Stearns,republican,0.0
0,2000,FL,7,John L. Mica,republican,0.3678852998902232
0,2000,FL,8,Ric Keller,republican,0.4919731654687931
0,2000,FL,9,Michael Bilirakis,republican,0.0
0,2000,FL,10,C. W. Bill Young,republican,0.0
0,2000,FL,11,Jim Davis,democrat,1.0
0,2000,FL,12,Adam H. Putnam,republican,0.42981253898797467
0,2000,FL,13,Dan Miller,republican,0.3614267149691818
0,2000,FL,14,Porter J. Goss,republican,0.0
0,2000,FL,15,Dave Weldon,republican,0.4001055498808308
0,2000,FL,16,Mark Foley,republican,0.38177830031410676
0,2000,FL,17,Carrie P. Meek,democrat,1.0
0,2000,FL,18,Ileana Ros-Lehtinen,republican,0.0
0,2000,FL,19,Robert Wexler,democrat,0.716208465728077
0,2000,FL,20,Peter Deutsch,democrat,1.0
0,2000,FL,21,Lincoln Diaz-Balart,republican,0.0
0,2000,FL,22,"E. Clay Shaw, Jr.",republican,0.49858131504279735
0,2000,FL,23,Alcee L. Hastings,democrat,0.7634600073624463
0,2000,GA,1,Jack Kingston,republican,0.30860023101963663
0,2000,GA,2,"Sanford D. Bishop, Jr.",democrat,0.5348308374930671
0,2000,GA,3,Mac Collins,republican,0.36492903018489786
0,2000,GA,4,Cynthia A. McKinney,democrat,0.6072454058192955
0,2000,GA,5,John Lewis,democrat,0.7717982005069153
0,2000,GA,6,Johnny Isakson,republican,0.2524784347770356
0,2000,GA,7,Bob Barr,republican,0.4474153921534315
0,2000,GA,8,Saxby Chambliss,republican,0.4108017938897579
0,2000,GA,9,Nathan Deal,republican,0.24785345602818531
0,2000,GA,10,Charlie Norwood,republican,0.36776362951846064
0,2000,GA,11,John Linder,republican,0.0
0,2000,HI,1,Neil Abercrombie,democrat,0.7069235078759136
0,2000,HI,2,Patsy T. Mink,democrat,0.6313198554502635
0,2000,IA,1,James A. Leach,republican,0.3685403150178944
0,2000,IA,2,Jim Nussle,republican,0.4408970839177886
0,2000,IA,3,Leonard L. Boswell,democrat,0.6509908926987511
0,2000,IA,4,Greg Ganske,republican,0.3739639543011847
0,2000,IA,5,Tom Latham,republican,0.29781899894254493
0,2000,ID,1,"C. L. \\""Butch\""\"" Otter""",republican,0.3261152030656691
0,2000,ID,2,Michael K. Simpson,republican,0.2682834738485199
0,2000,IL,1,Bobby L. Rush,democrat,0.8781003741347497
0,2000,IL,2,"Jesse L. Jackson, Jr. ",democrat,0.8983874508042328
0,2000,IL,3,William O. Lipinski,democrat,0.75582198718981
0,2000,IL,4,Luis V. Gutierrez,democrat,1.0
0,2000,IL,5,Rod R. Blagojevich,democrat,1.0
0,2000,IL,6,Henry J. Hyde,republican,0.41059737320242085
0,2000,IL,7,Danny K. Davis,democrat,0.8593287859831332
0,2000,IL,8,Philip M. Crane,republican,0.3901115193708502
0,2000,IL,9,Janice D. Schakowsky,democrat,0.7642581597745729
0,2000,IL,10,Mark Steven Kirk,republican,0.4880887219691292
0,2000,IL,11,Jerry Weller,republican,0.43634962468439853
0,2000,IL,12,Jerry F. Costello,democrat,1.0
0,2000,IL,13,Judy Biggert,republican,0.33822572581142263
0,2000,IL,14,J. Dennis Hastert,republican,0.26013118561352033
0,2000,IL,15,Tim Johnson,democrat,1.0
0,2000,IL,16,Donald A. Manzullo,republican,0.3325691595961866
0,2000,IL,17,Lane Evans,democrat,0.54897719880504
0,2000,IL,18,Ray LaHood,republican,0.3293800164464159
0,2000,IL,19,David D. Phelps,democrat,0.6456139328499239
0,2000,IL,20,John Shimkus,republican,0.3690040074284039
0,2000,IN,1,Peter J. Visclosky,democrat,0.7256971051771011
0,2000,IN,2,Mike Pence,republican,0.4327530121771139
0,2000,IN,3,Tim Roemer,democrat,0.5208862600601183
0,2000,IN,4,Mark E. Souder,republican,0.36241565025323164
0,2000,IN,5,Steve Buyer,republican,0.38143040500660486
0,2000,IN,6,Dan Burton,republican,0.2732005779165816
0,2000,IN,7,Brian D. Kerns,republican,0.32948236466913094
0,2000,IN,8,John N. Hostettler,republican,0.4622964847469947
0,2000,IN,9,Baron P. Hill,democrat,0.552924041830134
0,2000,IN,10,Julia Carson,democrat,0.5956848273801016
0,2000,KS,1,Jerry Moran,republican,0.0
0,2000,KS,2,Jim Ryun,republican,0.3030043099805628
0,2000,KS,3,Dennis Moore,democrat,0.5164334156703223
0,2000,KS,4,Todd Tiahrt,republican,0.43608964682639806
0,2000,KY,1,Ed Whitfield,republican,0.4203474010731789
0,2000,KY,2,Ron Lewis,republican,0.31672452695496245
0,2000,KY,3,Anne M. Northup,republican,0.45549292860399804
0,2000,KY,4,Ken Lucas,democrat,0.5549544783193351
0,2000,KY,5,Harold Rogers,republican,0.2644917495906285
0,2000,KY,6,Ernie Fletcher,republican,0.3970978923664702
0,2000,LA,1,David Vitter,republican,0.17614164686434552
0,2000,LA,2,William J. Jefferson,democrat,1.0
0,2000,LA,3,W. J. (Billy) Tauzin,democrat,1.0
0,2000,LA,4,Jim McCrery,republican,0.26221147716474824
0,2000,LA,5,John Cooksey,republican,0.2880646383902422
0,2000,LA,6,Richard H. Baker,republican,0.30354582494144955
0,2000,LA,7,Christopher John,democrat,1.0
0,2000,MA,1,John W. Olver,democrat,0.6971455619353378
0,2000,MA,2,Richard E. Neal,democrat,1.0
0,2000,MA,3,James P. McGovern,democrat,1.0
0,2000,MA,4,Barney Frank,democrat,0.7801128344304428
0,2000,MA,5,Martin T. Meehan,democrat,1.0
0,2000,MA,6,John F. Tierney,democrat,0.7108941400502035
0,2000,MA,7,Edward J. Markey,democrat,1.0
0,2000,MA,8,Michael E. Capuano,democrat,1.0
0,2000,MA,9,John Joseph Moakley,democrat,0.7986197308971749
0,2000,MA,10,William D. Delahunt,democrat,0.7429551045218399
0,2000,MD,1,Wayne T. Gilchrest,republican,0.35511772623529636
0,2000,MD,2,"Robert L. Ehrlich, Jr.",republican,0.31363421450180096
0,2000,MD,3,Benjamin L. Cardin,democrat,0.7588115103013792
0,2000,MD,4,Albert Russell Wynn,democrat,0.8736165022748321
0,2000,MD,5,Steny H. Hoyer,democrat,0.6512477962781587
0,2000,MD,6,Roscoe G. Bartlett,republican,0.3929147465437788
0,2000,MD,7,Elijah E. Cummings,democrat,0.871469523332835
0,2000,MD,8,Constance A. Morella,republican,0.4670416635397977
0,2000,ME,1,Thomas H. Allen,democrat,0.6207511829049575
0,2000,ME,2,John E. Baldacci,democrat,0.7343111541738361
0,2000,MI,1,Bart Stupak,democrat,0.5912165576461322
0,2000,MI,2,Peter Hoekstra,republican,0.34037127558877134
0,2000,MI,3,Vernon J. Ehlers,republican,0.3371226665879017
0,2000,MI,4,Dave Camp,republican,0.29990351608898047
0,2000,MI,5,James A. Barcia,democrat,0.7563968732790294
0,2000,MI,6,Fred Upton,republican,0.3007042408020886
0,2000,MI,7,Nick Smith,republican,0.36873150024202284
0,2000,MI,8,Mike Rogers,republican,0.4997243261497323
0,2000,MI,9,Dale E. Kildee,democrat,0.6299390705268607
0,2000,MI,10,David E. Bonior,democrat,0.6598821911146114
0,2000,MI,11,Joe Knollenberg,republican,0.420742564686969
0,2000,MI,12,Sander M. Levin,democrat,0.6668498826712893
0,2000,MI,13,Lynn N. Rivers,democrat,0.668328260878641
0,2000,MI,14,"John Conyers, Jr.",democrat,0.9057588816706331
0,2000,MI,15,Carolyn C. Kilpatrick,democrat,0.9074768466229952
0,2000,MI,16,John D. Dingell,democrat,0.721170150799301
0,2000,MN,1,Gil Gutknecht,republican,0.4246006746321742
0,2000,MN,2,Mark Kennedy,republican,0.0
0,2000,MN,3,Jim Ramstad,republican,0.0
0,2000,MN,4,Betty McCollum,democratic-farmer-labor,1.0
0,2000,MN,5,Martin Olav Sabo,democratic-farmer-labor,1.0
0,2000,MN,6,Bill Luther,democratic-farmer-labor,1.0
0,2000,MN,7,Collin C. Peterson,democratic-farmer-labor,1.0
0,2000,MN,8,James L. Oberstar,democrat,0.7245020414919444
0,2000,MO,1,William Lacy Clay,democrat,0.7773354246676707
0,2000,MO,2,Todd Akin,republican,0.4339578607048842
0,2000,MO,3,Richard A. Gephardt,democrat,0.593185032374521
0,2000,MO,4,Ike Skelton,democrat,0.6815348626622396
0,2000,MO,5,Karen McCarthy,democrat,0.7063664287450556
0,2000,MO,6,"Samuel B. (Sam) Graves, Jr.",republican,0.4791295642947394
0,2000,MO,7,Roy Blunt,republican,0.2473856318567873
0,2000,MO,8,Jo Ann Emerson,republican,0.29460997656511545
0,2000,MO,9,Kenny C. Hulshof,republican,0.39255543172941376
0,2000,MS,1,Roger F. Wicker,republican,0.29049239294220586
0,2000,MS,2,Bennie G. Thompson,democrat,1.0
0,2000,MS,3,"Charles W. \\""Chip\""\"" Pickering""",republican,0.26027877913962993
0,2000,MS,4,Ronnie Shows,democrat,0.5936496537573737
0,2000,MS,5,Gene Taylor,democrat,0.8127568633897748
0,2000,MT,0,Dennis Rehberg,republican,0.4732840212362571
0,2000,NC,1,Eva M. Clayton,democrat,0.6662642392243345
0,2000,NC,2,Bob Etheridge,democrat,0.5875336344416683
0,2000,NC,3,Walter B. Jones,republican,0.3778507943958612
0,2000,NC,4,David E. Price,democrat,0.627183520295226
0,2000,NC,5,Richard Burr,republican,0.0
0,2000,NC,6,Howard Coble,republican,0.0
0,2000,NC,7,Mike McIntyre,democrat,0.7067567329074159
0,2000,NC,8,Robert C. (Robin) Hayes,republican,0.4442927700975404
0,2000,NC,9,Sue Wilkins Myrick,republican,0.30467907408757866
0,2000,NC,10,Cass Ballenger,republican,0.30152855240599163
0,2000,NC,11,Charles H. Taylor,republican,0.4334848654556971
0,2000,NC,12,Melvin L. Watt,democrat,0.6607820009163312
0,2000,ND,0,Ear Pomeroy,democrat,0.5429596586501164
0,2000,NE,1,Doug Bereuter,republican,0.319075605227201
0,2000,NE,2,Lee Terry,republican,0.3205964075025436
0,2000,NE,3,Tom Osborne,republican,0.16098700365335095
0,2000,NH,1,John E. Sununu,republican,0.4601750562732082
0,2000,NH,2,Charles F. Bass,republican,0.4197293761504176
0,2000,NJ,1,Robert E. Andrews,democrat,0.7826991982486833
0,2000,NJ,2,Frank A. LoBiondo,republican,0.32474251476161675
0,2000,NJ,3,Jim Saxton,republican,0.41810886213833964
0,2000,NJ,4,Christopher H. Smith,republican,0.3568614563173761
0,2000,NJ,5,Marge Roukema,republican,0.3176346200939901
0,2000,NJ,6,"Frank Pallone, Jr.",democrat,0.6940808809122615
0,2000,NJ,7,Mike Ferguson,republican,0.46909012744251033
0,2000,NJ,8,"Bill Pascrell, Jr.",democrat,0.6886891308814465
0,2000,NJ,9,Steven R. Rothman,democrat,0.6938245260464518
0,2000,NJ,10,Donald M. Payne,democrat,0.8783174596888633
0,2000,NJ,11,Rodney P. Frelinghuysen,republican,0.30310223213951437
0,2000,NJ,12,Rush D. Holt,democrat,0.5011159757673833
0,2000,NJ,13,Robert Menendez,democrat,0.8088672317353557
0,2000,NM,1,Heather Wilson,republican,0.4621296050289999
0,2000,NM,2,Joe Skeen,republican,0.4188721474884054
0,2000,NM,3,Tom Udall,democrat,0.6717772946835872
0,2000,NV,1,Shelley Berkley,democrat,0.5391203440351316
0,2000,NV,2,Jim Gibbons,republican,0.3166164167065988
0,2000,NY,1,"Felix J. Grucci, Jr.",conservative,0.4745892677108331
0,2000,NY,2,Steve Israel,democrat,0.5785514144244425
0,2000,NY,3,Peter T. King,republican,0.4381698664727113
0,2000,NY,4,Carolyn McCarthy,democrat,1.0
0,2000,NY,5,Gary L. Ackerman,democrat,1.0
0,2000,NY,6,Gregory W. Meeks,democrat,1.0
0,2000,NY,7,Joseph Crowley,democrat,0.7607758830338817
0,2000,NY,8,Jerrold Nadler,democrat,0.8379752444713251
0,2000,NY,9,Anthony D. Weiner,democrat,1.0
0,2000,NY,10,Edolphus Towns,democrat,0.9454736440030558
0,2000,NY,11,Major R. Owens,democrat,0.9260861536838217
0,2000,NY,12,Nydia M. Vel�__�zquez,democrat,0.8904426109797169
0,2000,NY,13,Vito Fossella,conservative,0.3757558757721837
0,2000,NY,14,Carolyn B. Maloney,democrat,0.7598408555335989
0,2000,NY,15,Charles B. Rangel,democrat,1.0
0,2000,NY,16,Jos_ E. Serrano,democrat,0.962388156514108
0,2000,NY,17,Eliot L. Engel,democrat,1.0
0,2000,NY,18,Nita M. Lowey,democrat,1.0
0,2000,NY,19,Sue W. Kelly,republican,0.3906174659060928
0,2000,NY,20,Benjamin A. Gilman,republican,0.41032333024078527
0,2000,NY,21,Michael R. McNulty,democrat,0.7233776237242442
0,2000,NY,22,John E. Sweeney,conservative,0.33937488202893085
0,2000,NY,23,Sherwood L. Boehlert,republican,0.2559068622505599
0,2000,NY,24,John M. McHugh,republican,0.24938818183411116
0,2000,NY,25,James T. Walsh,conservative,0.32815670241491357
0,2000,NY,26,Maurice D. Hinchey,democrat,1.0
0,2000,NY,27,Thomas M. Reynolds,conservative,0.3266769839303164
0,2000,NY,28,Louise McIntosh Slaughter,democrat,1.0
0,2000,NY,29,John J. LaFalce,democrat,1.0
0,2000,NY,30,Jack Quinn,republican,0.3737469483128234
0,2000,NY,31,Amo Houghton,conservative,0.23939886744677585
0,2000,OH,1,Steve Chabot,republican,0.45713541860378626
0,2000,OH,2,Rob Portman,republican,0.23890038207063646
0,2000,OH,3,Tony P. Hall,democrat,1.0
0,2000,OH,4,Michael G. Oxley,republican,0.30079521086490346
0,2000,OH,5,Paul E. Gillmor,republican,0.26784197935300325
0,2000,OH,6,Ted Strickland,democrat,0.5888047834107245
0,2000,OH,7,David L. Hobson,republican,0.27074300025400955
0,2000,OH,8,John A. Boehner,republican,0.26943007287166376
0,2000,OH,9,Marcy Kaptur,democrat,0.7731762029055979
0,2000,OH,10,Dennis J. Kucinich,democrat,0.7734648808063225
0,2000,OH,11,Stephanie Tubbs Jones,democrat,0.883561938804074
0,2000,OH,12,Pat Tiberi,republican,0.4532539638910922
0,2000,OH,13,Sherrod Brown,democrat,0.6685905021761096
0,2000,OH,14,Tom Sawyer,democrat,0.6762156869855315
0,2000,OH,15,Deborah Pryce,republican,0.292445294837024
0,2000,OH,16,Ralph Regula,republican,0.278702950627325
0,2000,OH,17,"James A. Traficant, Jr.",democrat,0.6872872449795526
0,2000,OH,18,Robert W. Ney,republican,0.34217061026010875
0,2000,OH,19,Steven C. LaTourette,republican,0.3301402679581562
0,2000,OK,1,Steve Largent,republican,0.29688713385882726
0,2000,OK,2,Brad Carson,democrat,0.5677472280293206
0,2000,OK,3,Wes Watkins,democrat,1.0
0,2000,OK,4,"J. C. Watts, Jr.",republican,0.3246765556134781
0,2000,OK,5,"Ernest J. Istook, Jr.",republican,0.2842333834843198
0,2000,OK,6,Frank D. Lucas,republican,0.39754064797374344
0,2000,OR,1,David Wu,democrat,0.6054037405246316
0,2000,OR,2,Greg Walden,republican,0.2619195337154202
0,2000,OR,3,Earl Blumenauer,democrat,0.7384420235177035
0,2000,OR,4,Peter A. DeFazio,democrat,0.6900135216136721
0,2000,OR,5,Darlene Hooley,democrat,0.5685298204010969
0,2000,PA,1,Robert A. Brady,democrat,0.8825062964120773
0,2000,PA,2,Chaka Fattah,democrat,1.0
0,2000,PA,3,Robert A. Borski,democrat,0.6874562202758715
0,2000,PA,4,Melissa Hart,republican,0.40990725896462854
0,2000,PA,5,John E. Peterson,republican,0.0
0,2000,PA,6,Tim Holden,democrat,0.662928101234673
0,2000,PA,7,Curt Weldon,republican,0.3518681269154498
0,2000,PA,8,James C. Greenwood,republican,0.39503036822702164
0,2000,PA,9,Bud Shuster,republican,0.0
0,2000,PA,10,Don Sherwood,republican,0.4742007497578029
0,2000,PA,11,Paul E. Kanjorski,democrat,0.664233539897406
0,2000,PA,12,John P. Murtha,democrat,0.720082330181631
0,2000,PA,13,Joseph M. Hoeffel,democrat,0.5358221387238695
0,2000,PA,14,William J. Coyne,democrat,1.0
0,2000,PA,15,Patrick J. Toomey,republican,0.46749575777216645
0,2000,PA,16,Joseph R. Pitts,republican,0.33051776733448757
0,2000,PA,17,George W. Gekas,republican,0.28477881132059235
0,2000,PA,18,Michael F. Doyle,democrat,0.6941345935828639
0,2000,PA,19,Todd Platts,republican,0.2672544080604534
0,2000,PA,20,Frank Mascara,democrat,0.6437591763771774
0,2000,PA,21,Phil English,republican,0.3916518889919075
0,2000,RI,1,Patrick J. Kennedy,democrat,0.6673839233580589
0,2000,RI,2,James R. Langevin,democrat,0.8159183323777325
0,2000,SC,1,Henry Brown,republican,0.3718043911636719
0,2000,SC,2,Floyd Spence,republican,0.4176144296441644
0,2000,SC,3,Lindsey O. Graham,republican,0.3090407177363699
0,2000,SC,4,Jim DeMint,republican,0.0
0,2000,SC,5,"John M. Spratt, Jr.",democrat,0.5879678760270449
0,2000,SC,6,James E. Clyburn,democrat,0.7340979910453158
0,2000,SD,0,John R. Thune,republican,0.25313505966309424
0,2000,TN,1,William L. Jenkins,republican,0.0
0,2000,TN,2,"John J. Duncan, Jr.",republican,0.0
0,2000,TN,3,Zach Wamp,republican,0.3514666666666667
0,2000,TN,4,Van Hilleary,republican,0.33450870823310275
0,2000,TN,5,Bob Clement,democrat,0.7476447814567546
0,2000,TN,6,Bart Gordon,democrat,0.634744201781754
0,2000,TN,7,Ed Bryant,republican,0.29503014717094667
0,2000,TN,8,John S. Tanner,democrat,0.7226592478894858
0,2000,TN,9,"Harold E. Ford, Jr.",democrat,1.0
0,2000,TX,1,Max Sandlin,democrat,0.562467570179322
0,2000,TX,2,Jim Turner,democrat,1.0
0,2000,TX,3,Sam Johnson,republican,0.2639496857321205
0,2000,TX,4,Ralph M. Hall,democrat,0.6143619373286561
0,2000,TX,5,Pete Sessions,republican,0.4512385591646825
0,2000,TX,6,Joe Barton,republican,0.0
0,2000,TX,7,John Culberson,republican,0.24833269232342903
0,2000,TX,8,Kevin Brady,republican,0.0
0,2000,TX,9,Nick Lampson,democrat,0.5988872936109118
0,2000,TX,10,Lloyd Doggett,democrat,1.0
0,2000,TX,11,Chet Edwards,democrat,0.5528830071918381
0,2000,TX,12,Kay Granger,republican,0.3647781776197593
0,2000,TX,13,Mac Thornberry,republican,0.31532801819679934
0,2000,TX,14,Ron Paul,republican,0.40289230154003974
0,2000,TX,15,Rub_n Hinojosa,democrat,1.0
0,2000,TX,16,Silvestre Reyes,democrat,0.6936362955753538
0,2000,TX,17,Charles W. Stenholm,democrat,0.6245697575114516
0,2000,TX,18,Sheila Jackson-Lee,democrat,0.7754104723372224
0,2000,TX,19,Larry Combest,republican,0.0
0,2000,TX,20,Charles A. Gonzalez,democrat,1.0
0,2000,TX,21,Lamar S. Smith,republican,0.2260531791907514
0,2000,TX,22,Tom DeLay,republican,0.3746153566215271
0,2000,TX,23,Henry Bonilla,republican,0.39541709395664626
0,2000,TX,24,Martin Frost,democrat,0.6274948748988667
0,2000,TX,25,Ken Bentsen,democrat,0.6094117917322337
0,2000,TX,26,Richard K. Armey,republican,0.2610297418049484
0,2000,TX,27,Solomon P. Ortiz,democrat,0.6512874167453492
0,2000,TX,28,Ciro D. Rodriguez,democrat,1.0
0,2000,TX,29,Gene Green,democrat,0.7409141426958721
0,2000,TX,30,Eddie Bernice Johnson,democrat,1.0
0,2000,UT,1,James V. Hansen,republican,0.2828568024779604
