,year,state,district,winner,party,winning_ratio
0,2000,UT,2,Jim Matheson,democrat,0.5751720308564856
0,2000,UT,3,Chris Cannon,republican,0.3892346916347972
0,2000,VA,1,Jo Ann S. Davis,republican,0.3915647877528212
0,2000,VA,2,"Edward L. \\""Ed\""\"" Schrock""",republican,0.47999829953662376
0,2000,VA,3,Robert C. Scott,democrat,1.0
0,2000,VA,4,Norman Sisisky,democrat,1.0
0,2000,VA,5,"Virgil H. Goode, Jr.",republican,0.3133076823559289
0,2000,VA,6,Bob Goodlatte,republican,0.0
0,2000,VA,7,Eric I. Cantor,republican,0.33010880185822034
0,2000,VA,8,James P. Moran,democrat,0.650364443035969
0,2000,VA,9,Rick Boucher,democrat,0.698536248304314
0,2000,VA,10,Frank R. Wolf,republican,0.0
0,2000,VA,11,Thomas M. Davis,republican,0.35687406457130644
0,2000,VT,0,Bernard Sanders,independent,1.0
0,2000,WA,1,Jay Inslee,democrat,0.5612243060332873
0,2000,WA,2,Rick Larsen,democrat,0.5212548484234403
0,2000,WA,3,Brian Baird,democrat,0.5812409538844066
0,2000,WA,4,Doc Hastings,republican,0.3794120704891615
0,2000,WA,5,"George R. Nethercutt, Jr.",republican,0.40416396060246296
0,2000,WA,6,Norman D. Dicks,democrat,0.6754388121343232
0,2000,WA,7,Jim McDermott,democrat,1.0
0,2000,WA,8,Jennifer Dunn,republican,0.3641372801432343
0,2000,WA,9,Adam Smith,democrat,0.6382681959117511
0,2000,WI,1,Paul Ryan,republican,0.33353095907271
0,2000,WI,2,Tammy Baldwin,democrat,0.5139895526234732
0,2000,WI,3,Ron Kind,democrat,0.6396592023476844
0,2000,WI,4,Gerald D. Kleczka,democrat,0.6164342790836106
0,2000,WI,5,Thomas M. Barrett,democrat,0.7791288997217605
0,2000,WI,6,Thomas E. Petri,republican,0.34912650274216395
0,2000,WI,7,David R. Obey,democrat,0.6330968159812055
0,2000,WI,8,Mark Green,republican,0.25294826532090764
0,2000,WI,9,"F. James Sensenbrenner, Jr.",republican,0.25902022783384593
0,2000,WV,1,Alan B. Mollohan,democrat,1.0
0,2000,WV,2,Shelley Moore Capito,republican,0.48638630224958923
0,2000,WV,3,Nick J. Rahall II,democrat,1.0
0,2000,WY,0,Barbara Cubin,republican,0.2994676175142973
0,2002,AK,0,Don Young,republican,0.18827316998497912
0,2002,AL,1,Jo Bonner,republican,0.3844165162377783
0,2002,AL,2,Terry Everett,republican,0.30041466372179637
0,2002,AL,3,Mike Rogers,republican,0.48930652027784005
0,2002,AL,4,Robert B. Aderholt,republican,0.0
0,2002,AL,5,Robert E. (Bud) Cramer Jr.,democrat,0.7478445007973648
0,2002,AL,6,Spencer Bachus,republican,0.0
0,2002,AL,7,Artur Davis,democrat,1.0
0,2002,AR,1,Marion Berry,democrat,1.0
0,2002,AR,2,Vic Snyder,democrat,1.0
0,2002,AR,3,John Boozman,republican,0.0
0,2002,AR,4,Mike Ross,democrat,0.6056232503277867
0,2002,AZ,1,Rick Renzi,republican,0.48117950234464113
0,2002,AZ,2,Trent Franks,republican,0.37887433777293655
0,2002,AZ,3,John B. Shadegg,republican,0.31030785422970664
0,2002,AZ,4,Ed Pastor,democrat,0.7077649527806925
0,2002,AZ,5,J. D. Hayworth,republican,0.3721173433920292
0,2002,AZ,6,Jeff Flake,republican,0.3237476139561427
0,2002,AZ,7,Ra_l M. Grijalva,democrat,0.6142183896520605
0,2002,AZ,8,Jim Kolbe,republican,0.34659061660266244
0,2002,CA,1,Mike Thompson,democrat,0.6641351675042814
0,2002,CA,2,Wally Herger,republican,0.30819261818310006
0,2002,CA,3,Doug Ose,republican,0.3554651926213016
0,2002,CA,4,John T. Doolittle,republican,0.3298967205024065
0,2002,CA,5,Robert T. Matsui,democrat,0.7274053736026672
0,2002,CA,6,Lynn C. Woolsey,democrat,0.6925104805700637
0,2002,CA,7,George Miller,democrat,0.7278644380472057
0,2002,CA,8,Nancy Pelosi,democrat,0.8642070566576648
0,2002,CA,9,Barbara Lee,democrat,0.8428727376477739
0,2002,CA,10,Ellen O. Tauscher,democrat,1.0
0,2002,CA,11,Richard W. Pombo,republican,0.39685322725286853
0,2002,CA,12,Tom Lantos,democrat,0.7334245509730654
0,2002,CA,13,Fortney Pete Stark,democrat,0.7630991556900492
0,2002,CA,14,Anna G. Eshoo,democrat,0.7077043065035883
0,2002,CA,15,Michael M. Honda,democrat,0.6795615731785944
0,2002,CA,16,Zoe Lofgren,democrat,0.6921914454051572
0,2002,CA,17,Sam Farr,democrat,0.7158897200738205
0,2002,CA,18,Dennis A. Cardoza,democrat,0.5417176908465032
0,2002,CA,19,George Radanovich,republican,0.30858917272088116
0,2002,CA,20,Calvin M. Dooley,democrat,0.6501535731349396
0,2002,CA,21,Devin Nunes,republican,0.2712440063931806
0,2002,CA,22,William M. Thomas,republican,0.24449865484350408
0,2002,CA,23,Lois Capps,democrat,0.6046629114147869
0,2002,CA,24,Elton Gallegly,republican,0.32761793241886916
0,2002,CA,25,"Howard P. \\""Buck\""\"" McKeon""",republican,0.32376997714505773
0,2002,CA,26,David Dreier,republican,0.3443389415639332
0,2002,CA,27,Brad Sherman,democrat,0.6196287584134895
0,2002,CA,28,Howard L. Berman,democrat,1.0
0,2002,CA,29,Adam B. Schiff,democrat,0.6518190858279327
0,2002,CA,30,Henry A. Waxman,democrat,0.7037118856853437
0,2002,CA,31,Xavier Becerra,democrat,0.811519414660262
0,2002,CA,32,Hilda L. Solis,democrat,0.7146869199960926
0,2002,CA,33,Diane E. Watson,democrat,0.8541291776585894
0,2002,CA,34,Lucille Roybal-Allard,democrat,0.7403682547399125
0,2002,CA,35,Maxine Waters,democrat,0.800055251671363
0,2002,CA,36,Jane Harman,democrat,0.6366891413886202
0,2002,CA,37,Juanita Millender-McDonald,democrat,0.7589205612507327
0,2002,CA,38,Grace F. Napolitano,democrat,0.7302335347502508
0,2002,CA,39,Linda T. S_nchez,democrat,0.5731018523595924
0,2002,CA,40,Edward R. Royce,republican,0.30345851515220024
0,2002,CA,41,Jerry Lewis,republican,0.30540534373787853
0,2002,CA,42,Gary G. Miller,republican,0.29943229514960945
0,2002,CA,43,Joe Baca,democrat,0.6854596268600347
0,2002,CA,44,Ken Calvert,republican,0.33146189857637287
0,2002,CA,45,Mary Bono,republican,0.33405457478611245
0,2002,CA,46,Dana Rohrabacher,republican,0.3588160073542844
0,2002,CA,47,Loretta Sanchez,democrat,0.6357951740541834
0,2002,CA,48,Christopher Cox,republican,0.2935346264846903
0,2002,CA,49,Darrell E. Issa,republican,0.0
0,2002,CA,50,"Randy \\""Duke\""\"" Cunningham""",republican,0.33456124588200065
0,2002,CA,51,Bob Filner,democrat,0.5955827189885067
0,2002,CA,52,Duncan Hunter,republican,0.26853479921276846
0,2002,CA,53,Susan A. Davis,democrat,0.6220951757746915
0,2002,CO,1,Diana DeGette,democrat,0.6913157015383473
0,2002,CO,2,Mark Udall,democrat,0.6204111157996263
0,2002,CO,3,Scott McInnis,republican,0.3221278586720733
0,2002,CO,4,Marilyn N. Musgrave,republican,0.43133127606503074
0,2002,CO,5,Joel Hefley,republican,0.262439192884488
0,2002,CO,6,Thomas G. Tancredo,republican,0.309877573008715
0,2002,CO,7,Bob Beauprez,republican,0.49962987207644827
0,2002,CT,1,John B. Larson,democrat,0.6679261749625619
0,2002,CT,2,Rob Simmons,republican,0.459098697422481
0,2002,CT,3,Rosa L. DeLauro,democrat,0.6894347584423245
0,2002,CT,4,Christopher Shays,republican,0.35569304676471925
0,2002,CT,5,Nancy Johnson,republican,0.4436697642992137
0,2002,DE,0,Michael N. Castle,republican,0.27041965108857524
0,2002,FL,1,Jeff Miller,republican,0.2540089048761772
0,2002,FL,2,Allen Boyd,democrat,0.6690321360892371
0,2002,FL,3,Corrine Brown,democrat,0.5928730840632938
0,2002,FL,4,Ander Crenshaw,republican,0.0
0,2002,FL,5,Ginny Brown-Waite,republican,0.49115767697158774
0,2002,FL,6,Cliff Stearns,republican,0.3464471691841785
0,2002,FL,7,John L. Mica,republican,0.4042231266057814
0,2002,FL,8,Ric Keller,republican,0.348630772801114
0,2002,FL,9,Michael Bilirakis,republican,0.28533874561166617
0,2002,FL,10,C. W. Bill Young,republican,0.0
0,2002,FL,11,Jim Davis,democrat,1.0
0,2002,FL,12,Adam H. Putnam,republican,0.0
0,2002,FL,13,Katherine Harris,republican,0.45210747595424505
0,2002,FL,14,Porter J. Goss,republican,0.0
0,2002,FL,15,Dave Weldon,republican,0.3684887016006245
0,2002,FL,16,Mark Foley,republican,0.0
0,2002,FL,17,Kendrick B. Meek,democrat,1.0
0,2002,FL,18,Ileana Ros-Lehtinen,republican,0.2927769123554973
0,2002,FL,19,Robert Wexler,democrat,0.7215915368467573
0,2002,FL,20,Peter Deutsch,democrat,1.0
0,2002,FL,21,Lincoln Diaz-Balart,republican,0.0
0,2002,FL,22,E. Clay Shaw Jr.,republican,0.3869281349473733
0,2002,FL,23,Alcee L. Hastings,democrat,0.7749109246941681
0,2002,FL,24,Tom Feeney,republican,0.3816176571201817
0,2002,FL,25,Mario Diaz-Balart,republican,0.3535252207706039
0,2002,GA,1,Jack Kingston,republican,0.27856382275362424
0,2002,GA,2,Sanford D. Bishop Jr.,democrat,1.0
0,2002,GA,3,Jim Marshall,democrat,0.5051185850194292
0,2002,GA,4,Denise L. Majette,democrat,0.7702924037664685
0,2002,GA,5,John Lewis,democrat,1.0
0,2002,GA,6,Johnny Isakson,republican,0.20126117941278465
0,2002,GA,7,John Linder,republican,0.21078690218656493
0,2002,GA,8,Mac Collins,republican,0.2166913102508149
0,2002,GA,9,Charlie Norwood,republican,0.27157430871833044
0,2002,GA,10,Nathan Deal,republican,0.0
0,2002,GA,11,Phil Gingrey,republican,0.48356070636892456
0,2002,GA,12,Max Burns,republican,0.44808844375743506
0,2002,GA,13,David Scott,democrat,0.5962645636029161
0,2002,HI,1,Neil Abercrombie,democrat,0.7451571828754138
0,2002,HI,2,Patsy T. Mink,democrat,0.5841689297402688
0,2002,IA,1,Jim Nussle,republican,0.4273152469409719
0,2002,IA,2,James A. Leach,republican,0.46706949831687994
0,2002,IA,3,Leonard L. Boswell,democrat,0.542515471286421
0,2002,IA,4,Tom Latham,republican,0.4402416906708565
0,2002,IA,5,Steve King,republican,0.37808467409807256
0,2002,ID,1,"C. L. \\""Butch\""\"" Otter""",republican,0.3993244184426801
0,2002,ID,2,Michael K. Simpson,republican,0.29874233350915846
0,2002,IL,1,Bobby L. Rush,democrat,0.8335085325758762
0,2002,IL,2,Jesse L. Jackson Jr.,democrat,0.8230150535296995
0,2002,IL,3,William O. Lipinski,democrat,1.0
0,2002,IL,4,Luis V. Gutierrez,democrat,0.8405082566746134
0,2002,IL,5,Rahm Emanuel,democrat,0.6983517131954734
0,2002,IL,6,Henry J. Hyde,republican,0.3490958866292445
0,2002,IL,7,Danny K. Davis,democrat,0.8451103772371074
0,2002,IL,8,Philip M. Crane,republican,0.4257117196400263
0,2002,IL,9,Janice D. Schakowsky,democrat,0.7236518673489927
0,2002,IL,10,Mark Steven Kirk,republican,0.3119131565290433
0,2002,IL,11,Jerry Weller,republican,0.3568014087060103
0,2002,IL,12,Jerry F. Costello,democrat,0.6924534259551626
0,2002,IL,13,Judy Biggert,republican,0.29740452634493875
0,2002,IL,14,J. Dennis Hastert,republican,0.2586325076907048
0,2002,IL,15,Timothy V. Johnson,republican,0.3226213772946106
0,2002,IL,16,Donald A. Manzullo,republican,0.2938562811462344
0,2002,IL,17,Lane Evans,democrat,0.6241920908394397
0,2002,IL,18,Ray LaHood,republican,0.0
0,2002,IL,19,John Shimkus,republican,0.45206219091678834
0,2002,IN,1,Peter J. Visclosky,democrat,0.6833519705029013
0,2002,IN,2,Chris Chocola,republican,0.4756581777272878
0,2002,IN,3,Mark E. Souder,republican,0.35302463742792245
0,2002,IN,4,Steve Buyer,republican,0.26814387891532643
0,2002,IN,5,Dan Burton,republican,0.2591672628416083
0,2002,IN,6,Mike Pence,republican,0.35034858782164147
0,2002,IN,7,Julia M. Carson,democrat,0.5461697343099037
0,2002,IN,8,John N. Hostettler,republican,0.472860453346829
0,2002,IN,9,Baron P. Hill,democrat,0.52579927430191
0,2002,KS,1,Jerry Moran,republican,0.0
0,2002,KS,2,Jim Ryun,republican,0.3830872496213166
0,2002,KS,3,Dennis Moore,democrat,0.5169337534099926
0,2002,KS,4,Todd Tiahrt,republican,0.3791636033850827
0,2002,KY,1,Ed Whitfield,republican,0.3474533479083549
0,2002,KY,2,Ron Lewis,republican,0.2952343229776584
0,2002,KY,3,Anne M. Northup,republican,0.483887302792984
0,2002,KY,4,Ken Lucas,democrat,0.5180756313928713
0,2002,KY,5,"Harold \\""Hal\""\"" Rogers""",republican,0.21705628688152523
0,2002,KY,6,Ernie Fletcher,republican,0.0
0,2002,LA,1,David Vitter,republican,0.0
0,2002,LA,2,William J. Jefferson,democrat,0.8539952718676123
0,2002,LA,3,W. J. (Billy) Tauzin,democrat,1.0
0,2002,LA,4,Jim McCrery,republican,0.26970042487053236
0,2002,LA,5,Rodney Alexander,republican,0.050321421922398746
0,2002,LA,6,Richard H. Baker,republican,0.0
0,2002,LA,7,Chris John,democrat,1.0
0,2002,MA,1,John W. Olver,democrat,0.6760159292209003
0,2002,MA,2,Richard E. Neal,democrat,1.0
0,2002,MA,3,James P. McGovern,democrat,1.0
0,2002,MA,4,Barney Frank,democrat,1.0
0,2002,MA,5,Martin T. Meehan,democrat,0.6386797221455036
0,2002,MA,6,John F. Tierney,democrat,0.6834143026153497
0,2002,MA,7,Edward J. Markey,democrat,1.0
0,2002,MA,8,Michael E. Capuano,democrat,1.0
0,2002,MA,9,Stephen F. Lynch,democrat,1.0
0,2002,MA,10,William D. Delahunt,democrat,0.6924075376069102
0,2002,MD,1,Wayne T. Gilchrest,republican,0.2319532781311252
0,2002,MD,2,C. A. Dutch Ruppersberger,democrat,0.5430570395331634
0,2002,MD,3,Benjamin L. Cardin,democrat,0.657850978265781
0,2002,MD,4,Albert Russell Wynn,democrat,0.7904932326131601
0,2002,MD,5,Steny H. Hoyer,democrat,0.6941624173843884
0,2002,MD,6,Roscoe G. Bartlett,republican,0.33829453894359895
0,2002,MD,7,Elijah E. Cummings,democrat,0.7359453117028875
0,2002,MD,8,Chris Van Hollen,democrat,0.521261698440208
0,2002,ME,1,Thomas H. Allen,democrat,0.638066058829834
0,2002,ME,2,Michael H. Michaud,democrat,0.5200674626307756
0,2002,MI,1,Bart Stupak,democrat,0.6851446886863222
0,2002,MI,2,Peter Hoekstra,republican,0.2823637544241515
0,2002,MI,3,Vernon J. Ehlers,republican,0.2881534785559553
0,2002,MI,4,Dave Camp,republican,0.30668712797619047
0,2002,MI,5,Dale E. Kildee,democrat,1.0
0,2002,MI,6,Fred Upton,republican,0.29764453961456105
0,2002,MI,7,Nick Smith,republican,0.0
0,2002,MI,8,Mike Rogers,republican,0.311811646771747
0,2002,MI,9,Joe Knollenberg,republican,0.4070298119836273
0,2002,MI,10,Candice S. Miller,republican,0.3594024030747416
0,2002,MI,11,Thaddeus G. McCotter,republican,0.4094691078087813
0,2002,MI,12,Sander M. Levin,democrat,0.69624441898139
0,2002,MI,13,Carolyn C. Kilpatrick,democrat,1.0
0,2002,MI,14,John Conyers Jr.,democrat,0.8455208375768933
0,2002,MI,15,John D. Dingell,democrat,0.7373611891284622
0,2002,MN,1,Gil Gutknecht,republican,0.0
0,2002,MN,2,John Kline,republican,0.0
0,2002,MN,3,Jim Ramstad,republican,0.2790553852704717
0,2002,MN,4,Betty McCollum,democratic-farmer-labor,1.0
0,2002,MN,5,Martin Olav Sabo,democratic-farmer-labor,1.0
0,2002,MN,6,Mark R. Kennedy,republican,0.0
0,2002,MN,7,Collin C. Peterson,democratic-farmer-labor,1.0
0,2002,MN,8,James L. Oberstar,democrat,0.6873109012560741
0,2002,MO,1,Wm. Lacy Clay,democrat,0.7212992929494186
0,2002,MO,2,W. Todd Akin,republican,0.31612493859505486
0,2002,MO,3,Richard A. Gephardt,democrat,0.6026724937355721
0,2002,MO,4,Ike Skelton,democrat,0.6881227166049696
0,2002,MO,5,Karen McCarthy,democrat,0.6705943463283941
0,2002,MO,6,Sam Graves,republican,0.35821348353094895
0,2002,MO,7,Roy Blunt,republican,0.2351304205480783
0,2002,MO,8,Jo Ann Emerson,republican,0.27275466824517036
0,2002,MO,9,Kenny C. Hulshof,republican,0.2950694638874676
0,2002,MS,1,Roger F. Wicker,republican,0.2530339330733937
0,2002,MS,2,Bennie G. Thompson,democrat,0.5632799579010676
0,2002,MS,3,"Charles W. \\""Chip\""\"" Pickering""",republican,0.35350071689410845
0,2002,MS,4,Gene Taylor,democrat,0.7798225666976267
0,2002,MT,0,Dennis R. Rehberg,republican,0.33578007836616175
0,2002,NC,1,Frank W. Ballance Jr.,democrat,0.6466362172367837
0,2002,NC,2,Bob Etheridge,democrat,0.6626755622625524
0,2002,NC,3,Walter B. Jones,republican,0.0
0,2002,NC,4,David E. Price,democrat,0.6286142286475176
0,2002,NC,5,Richard Burr,republican,0.29810066331699225
0,2002,NC,6,Howard Coble,republican,0.0
0,2002,NC,7,Mike McIntyre,democrat,0.7224707459775719
0,2002,NC,8,Robin Hayes,republican,0.4541895226248496
0,2002,NC,9,Sue Wilkins Myrick,republican,0.2629255691354192
0,2002,NC,10,Cass Ballenger,republican,0.3895755991803035
0,2002,NC,11,Charles H. Taylor,republican,0.4354996758777683
0,2002,NC,12,Melvin L. Watt,democrat,0.6658693205937646
0,2002,NC,13,Brad Miller,democrat,0.5634892541087231
0,2002,ND,0,Earl Pomeroy,democrat,0.5240574817123317
0,2002,NE,1,Doug Bereuter,republican,0.0
0,2002,NE,2,Lee Terry,republican,0.34251974261479967
0,2002,NE,3,Tom Osborne,republican,0.0
0,2002,NH,1,Jeb Bradley,republican,0.39840685760123873
0,2002,NH,2,Charles Bass,republican,0.418336161418142
0,2002,NJ,1,Robert E. Andrews,democrat,1.0
0,2002,NJ,2,Frank A. LoBiondo,republican,0.29006070402080586
0,2002,NJ,3,Jim Saxton,republican,0.3428376629256574
0,2002,NJ,4,Christopher H. Smith,republican,0.3267955155903305
0,2002,NJ,5,Scott Garrett,republican,0.39155513473398673
0,2002,NJ,6,Frank Pallone Jr.,democrat,0.6826562476654365
0,2002,NJ,7,Mike Ferguson,republican,0.4138470381465065
0,2002,NJ,8,Bill Pascrell Jr.,democrat,0.6860433424960481
0,2002,NJ,9,Steven R. Rothman,democrat,0.6976349895111928
0,2002,NJ,10,Donald M. Payne,democrat,0.8445176167119379
0,2002,NJ,11,Rodney P. Frelinghuysen,republican,0.26721605159441064
0,2002,NJ,12,Rush D. Holt,democrat,0.6247973101869515
0,2002,NJ,13,Robert Menendez,democrat,0.8116189901293359
0,2002,NM,1,Heather Wilson,republican,0.44658128306687095
0,2002,NM,2,Steve Pearce,republican,0.437423611945149
0,2002,NM,3,Tom Udall,democrat,1.0
0,2002,NV,1,Shelley Berkley,democrat,0.5570067555863503
0,2002,NV,2,Jim Gibbons,republican,0.2117852268355791
0,2002,NV,3,Jon C. Porter,republican,0.3990672725204596
0,2002,NY,1,Timothy H. Bishop,democrat,1.0
0,2002,NY,2,Steve J. Israel,democrat,1.0
0,2002,NY,3,Peter T. King,republican,0.31762091431095407
0,2002,NY,4,Carolyn McCarthy,democrat,1.0
0,2002,NY,5,Gary L. Ackerman,democrat,1.0
0,2002,NY,6,Gregory W. Meeks,democrat,1.0
0,2002,NY,7,Joseph Crowley,democrat,1.0
0,2002,NY,8,Jerrold L. Nadler,democrat,1.0
0,2002,NY,9,Anthony D. Weiner,democrat,1.0
0,2002,NY,10,Edolphus Towns,democrat,1.0
0,2002,NY,11,Major R. Owens,democrat,0.8590803377319379
0,2002,NY,12,Nydia M. Vel�___quez,democrat,1.0
0,2002,NY,13,Vito Fossella,conservative,0.31959166793635596
0,2002,NY,14,Carolyn B. Maloney,democrat,1.0
0,2002,NY,15,Charles B. Rangel,democrat,1.0
0,2002,NY,16,Jos_ E. Serrano,democrat,1.0
0,2002,NY,17,Eliot L. Engel,democrat,1.0
0,2002,NY,18,Nita M. Lowey,democrat,1.0
0,2002,NY,19,Sue W. Kelly,republican,0.30421134526265936
0,2002,NY,20,John E. Sweeney,conservative,0.2679586246371479
0,2002,NY,21,Michael R. McNulty,democrat,0.7060826208479537
0,2002,NY,22,Maurice D. Hinchey,democrat,1.0
0,2002,NY,23,John M. McHugh,republican,0.0
0,2002,NY,24,Sherwood L. Boehlert,republican,0.0
0,2002,NY,25,James T. Walsh,conservative,0.31871247099351685
0,2002,NY,26,Thomas M. Reynolds,conservative,0.27996488529878116
0,2002,NY,27,Jack Quinn,republican,0.3109516965081265
0,2002,NY,28,Louise McIntosh Slaughter,democrat,1.0
0,2002,NY,29,Amo Houghton,conservative,0.24207650629511057
0,2002,OH,1,Steve Chabot,republican,0.35200786295984277
0,2002,OH,2,Rob Portman,republican,0.2594905400445737
0,2002,OH,3,Michael R. Turner,republican,0.4122788082364153
0,2002,OH,4,Michael Oxley,republican,0.32480152143455976
0,2002,OH,5,Paul E. Gillmor,republican,0.29115728735167656
0,2002,OH,6,Ted Strickland,democrat,0.5947968582835373
0,2002,OH,7,David L. Hobson,republican,0.2869160055408638
0,2002,OH,8,John A. Boehner,republican,0.29189272157316504
0,2002,OH,9,Marcy Kaptur,democrat,0.7399184185052345
0,2002,OH,10,Dennis J. Kucinich,democrat,0.7567864939601222
0,2002,OH,11,Stephanie Tubbs Jones,democrat,0.7633432851456107
0,2002,OH,12,Patrick J. Tiberi,republican,0.3561415385631491
0,2002,OH,13,Sherrod Brown,democrat,0.6896716036371383
0,2002,OH,14,Steven C. LaTourette,republican,0.2783543345556456
0,2002,OH,15,Deborah Pryce,republican,0.33411086971239357
0,2002,OH,16,Ralph Regula,republican,0.3113102379258724
0,2002,OH,17,Timothy J. Ryan,democrat,0.6029598605622203
0,2002,OH,18,Robert W. Ney,republican,0.0
0,2002,OK,1,John Sullivan,republican,0.4312204171919225
0,2002,OK,2,Brad Carson,democrat,1.0
0,2002,OK,3,Frank D. Lucas,republican,0.0
0,2002,OK,4,Tom Cole,republican,0.4617492693680666
0,2002,OK,5,Ernest J. Istook Jr.,republican,0.34243859097853524
0,2002,OR,1,David Wu,democrat,0.6483887508038865
0,2002,OR,2,Greg Walden,republican,0.2638842646354238
0,2002,OR,3,Earl Blumenauer,democrat,0.7140236352379912
0,2002,OR,4,Peter A. DeFazio,democrat,0.6500485168533244
0,2002,OR,5,Darlene Hooley,democrat,0.5483209504925265
0,2002,PA,1,Robert A. Brady,democrat,0.8740687265376841
0,2002,PA,2,Chaka Fattah,democrat,0.877700147426447
0,2002,PA,3,Phil English,republican,0.0
0,2002,PA,4,Melissa A. Hart,republican,0.35445679696154453
0,2002,PA,5,John E. Peterson,republican,0.0
0,2002,PA,6,Jim Gerlach,republican,0.4863214653873602
0,2002,PA,7,Curt Weldon,republican,0.3390768507935361
0,2002,PA,8,James C. Greenwood,republican,0.374057833668053
0,2002,PA,9,Bill Shuster,republican,0.28932941136074897
0,2002,PA,10,Don Sherwood,republican,0.0
0,2002,PA,11,Paul E. Kanjorski,democrat,0.5671956007525665
0,2002,PA,12,John P. Murtha,democrat,0.7348345452286429
0,2002,PA,13,Joseph M. Hoeffel,democrat,0.518368228966577
0,2002,PA,14,Michael F. Doyle,democrat,1.0
0,2002,PA,15,Patrick J. Toomey,republican,0.42638245828601384
0,2002,PA,16,Joseph R. Pitts,republican,0.0
0,2002,PA,17,Tim Holden,democrat,0.5141118314827235
0,2002,PA,18,Tim Murphy,republican,0.3985782798892322
0,2002,PA,19,Todd Russell Platts,republican,0.0
